lat,lon,region
59.9140275829858,30.48674800299179,г Санкт-Петербург
55.77700520066818,37.57464332478583,г Москва
55.76660731677048,37.40816608067863,г Москва
59.93661041253996,30.488730438260564,г Санкт-Петербург
53.21074676060548,34.413789792904424,Брянская обл
54.6673365187898,39.64522693563181,Рязанская обл
55.6036054323713,37.588850494152986,г Москва
59.866928485192254,30.46878645084043,г Санкт-Петербург
54.98703866588197,82.84336220436361,Новосибирская обл
54.2666207656503,48.31843278205574,Ульяновская обл
56.88295697188848,60.61490310905239,Свердловская обл
58.00818294125092,56.27252629806367,Пермский край
59.98666716851458,30.367647250821072,г Санкт-Петербург
51.55369726703386,45.99904750957853,Саратовская обл
54.986042374584535,73.31448287069777,Омская обл
59.83234117922515,30.18248146855633,г Санкт-Петербург
55.81522091371262,37.32866413659744,Московская обл
55.80872368021005,38.05480837150409,Московская обл
55.6807377971222,37.8609578013801,Московская обл
55.70147831688378,37.50465608926468,г Москва
59.86155603414072,30.19693266925189,г Санкт-Петербург
59.82023647478068,30.32558515371178,г Санкт-Петербург
57.96223769581941,56.221036622485855,Пермский край
55.05141891181272,73.31271923964793,Омская обл
53.40946022897768,58.95657046824364,Челябинская обл
57.98518663995139,56.21847704063087,Пермский край
56.97348967016065,40.9657807377772,Ивановская обл
50.5804497874188,36.56561511161975,Белгородская обл
55.738207498648045,52.38597733100086,Респ Татарстан
56.95971597091165,40.971468862388434,Ивановская обл
55.64889160114803,37.53559090488662,г Москва
55.18934535432636,61.4762238626365,Челябинская обл
55.83873305062664,37.57200199441739,г Москва
56.106202866041656,40.36297948984178,Владимирская обл
55.79460653135305,37.72879858740262,г Москва
56.11412921521917,47.34649426702123,Чувашская республика - Чувашия
54.30090218603461,48.28815936369234,Ульяновская обл
59.93824479497075,30.277345989676625,г Санкт-Петербург
46.34655456134656,48.09741026234687,Астраханская обл
56.85509349121742,35.92814190770406,Тверская обл
45.01241560578009,39.03829499636993,Краснодарский край
59.96323698467546,30.351663006840468,г Санкт-Петербург
56.89523601676165,60.63992895202518,Свердловская обл
56.96731540586852,40.9994307116006,Ивановская обл
59.69613412606541,30.41803312444461,г Санкт-Петербург
55.10932789913585,82.94086148138834,Новосибирская обл
53.43344934567959,58.96089076525298,Челябинская обл
55.17896902657855,61.460852768208,Челябинская обл
55.75507895600952,37.65542625501877,г Москва
57.72695916774303,39.82556222435621,Ярославская обл
55.70481748724589,37.365622954196255,Московская обл
55.11403502879483,82.9375205499312,Новосибирская обл
56.10085256167525,47.30271644783918,Чувашская республика - Чувашия
45.098223566691374,39.00114788269739,Краснодарский край
56.75074189987322,60.70805911914492,Свердловская обл
55.788926323844734,37.599813953777975,г Москва
45.03197603962359,39.11992222621037,Краснодарский край
53.39890666514431,58.98448722223542,Челябинская обл
51.61907250830187,45.97072817875488,Саратовская область
57.12894717464101,65.52410172358935,Тюменская обл
58.59720834327202,49.58568895939042,Кировская обл
53.25975235602076,50.24016135015003,Самарская обл
56.33497463853101,43.87756204558275,Нижегородская обл
55.12065995003248,61.4693771562701,Челябинская обл
60.03772072640647,30.32557915599033,г Санкт-Петербург
55.07612032836478,82.97937227930525,Новосибирская обл
55.86423845944261,49.097349119655725,Респ Татарстан
56.34440410306946,43.80243299491934,Нижегородская обл
48.77093881670538,44.55886587196369,Волгоградская обл
54.94651708631986,82.96368479580914,Новосибирская обл
55.82880813083775,37.591142209007366,г Москва
55.82564843867368,37.64857262175837,г Москва
60.039789118099975,30.414213273399696,г Санкт-Петербург
54.25484625749287,48.32124577016733,Ульяновская обл
59.98742381502756,30.290721884078348,г Санкт-Петербург
47.23291394421936,39.62572733241196,Ростовская обл
55.71467268137832,37.89856311374956,г Москва
54.78146864714704,56.13257839698241,Респ Башкортостан
48.659496249760274,44.44521217146527,Волгоградская обл
59.22107280481836,39.93247054410009,Вологодская обл
55.1675294785265,61.52279161509843,Челябинская обл
55.62431112314668,37.64803795783354,г Москва
51.77808994923276,55.18980644752779,Оренбургская обл
56.46726377128007,84.90557398268207,Томская обл
53.32934301649917,34.24401223856788,Брянская обл
43.58765153991233,39.74749575687412,Краснодарский край
55.71946094449335,37.40216922282278,г Москва
55.89491889434542,37.38865676451111,г Москва
55.79658673157616,37.61672157286238,г Москва
59.886938648889405,30.360522324567025,г Санкт-Петербург
55.77484424794443,37.67278185623319,г Москва
55.32545967083963,86.13506106616151,Кемеровская область - Кузбасс
59.97869199279944,30.375445722636147,г Санкт-Петербург
59.957011384743566,30.40855709198629,г Санкт-Петербург
52.5835098489349,39.61894248352108,Липецкая обл
56.857796131734574,35.87524696947546,Тверская обл
55.31807975041626,37.52413092186679,Московская обл
55.66572644320378,37.65086201562609,г Москва
59.7853513626396,30.623606748769827,г Санкт-Петербург
48.51765923196772,44.54583359461867,Волгоградская обл
45.02166638585291,39.01566992824241,Краснодарский край
51.661737123665546,39.28314607845998,Воронежская обл
59.81570340183818,30.574366771622284,г Санкт-Петербург
55.758954531491376,37.63281840015212,г Москва
55.8206063550554,48.89191954974677,Респ Татарстан
56.80162086286352,60.49493271827501,Свердловская обл
55.90013623566807,38.06344089894248,Московская обл
54.26476070175283,48.298213783486176,Ульяновская обл
59.84184987719994,30.30351787476415,г Санкт-Петербург
53.20587670148696,50.162277911845024,Самарская обл
55.68781246783104,37.302186663690456,Московская обл
56.149214197690405,40.3664628924738,Владимирская обл
55.8058225692213,49.2673101784273,Респ Татарстан
59.97468557146893,30.317842674765,г Санкт-Петербург
59.94586351213103,30.271288427110367,г Санкт-Петербург
55.745344409527625,49.21495371264138,Респ Татарстан
56.87152745418745,35.88811994124634,Тверская обл
55.63101325379502,37.67084192035994,г Москва
56.798445830525566,53.18194975983483,Удмуртская Респ
54.61691176105112,39.80457572224159,Рязанская обл
59.95954715643558,30.305455738562507,г Санкт-Петербург
45.06400149202217,41.93554200123524,Ставропольский край
55.712719317885096,37.607501849431934,г Москва
60.03697440554732,30.255605047958475,г Санкт-Петербург
59.86816423751521,29.918573034332457,г Санкт-Петербург
55.72933674441454,37.74009968514688,г Москва
55.65191832352346,37.61137105346209,г Москва
55.41365868352364,37.54789697472432,Московская обл
59.86225602125095,30.34733674288531,г Санкт-Петербург
48.62770338488584,44.417784011685946,Волгоградская обл
55.83995719677104,49.104641265664334,Респ Татарстан
54.95022158383964,73.17103343442083,Омская обл
43.6159144259753,39.737016750523935,Краснодарский край
56.85000114596767,35.82290908681356,Тверская обл
59.92425787259458,30.28574210234869,г Санкт-Петербург
55.737922759764416,52.41976039519948,Респ Татарстан
51.66864681321159,39.24378854491607,Воронежская обл
54.39038155930604,48.57763394991302,Ульяновская обл
55.31549721872912,37.18051283277389,г Москва
51.60151110297448,45.97267797877972,Саратовская обл
51.55841592105946,39.11612695016487,Воронежская обл
57.14654157713234,65.6587737089372,Тюменская обл
55.79662646140672,49.18340610828125,Респ Татарстан
55.76628282319732,49.22404233178548,Респ Татарстан
48.71183214135256,44.50345422444679,Волгоградская обл
55.6199848099394,37.58878995033572,г Москва
55.66889898237734,37.45336560426789,г Москва
56.88462086219508,35.86486863667254,Тверская обл
55.70848024806022,37.88502504595751,г Москва
55.60281369289967,37.71393222499473,г Москва
56.29035482771332,43.99189851146297,Нижегородская обл
60.089340190148256,29.954025450776086,г Санкт-Петербург
59.82915211700427,30.53651747092889,г Санкт-Петербург
54.34940534733834,48.36716202973704,Ульяновская обл
57.67736560997725,39.77464274534415,Ярославская обл
56.90519549716255,60.61311909215593,Свердловская обл
60.04764013369509,30.36580231518457,г Санкт-Петербург
52.61808162167447,39.61836442889804,Липецкая обл
55.749381931808905,49.22920653007998,Респ Татарстан
56.83707802396895,53.21791927209955,Удмуртская Респ
59.85703765319181,30.17883439104253,г Санкт-Петербург
55.660363321586935,37.54370755189573,г Москва
54.97912706863392,73.2946616696396,Омская обл
59.93756691992749,30.434493759396624,г Санкт-Петербург
45.03833436659466,41.979842245880654,Ставропольский край
56.270895761895154,43.92303313710632,Нижегородская обл
56.35582345312656,43.81736944977973,Нижегородская обл
56.14288005486538,47.20774280103848,Чувашская республика - Чувашия
55.78895344058614,49.22945158290359,Респ Татарстан
55.770164909546686,37.84707550901828,Московская обл
59.20717632046452,39.83492544149832,Вологодская обл
53.15408354341923,44.96222037552975,Пензенская обл
56.75496186177374,60.60881945014402,Свердловская обл
53.22942806149671,50.26829511241631,Самарская обл
56.11293543246812,47.21987685716096,Чувашская республика - Чувашия
56.03881164014202,92.88146890178584,Красноярский край
52.59716146064779,39.48960308828727,Липецкая обл
48.75774678395042,44.50885718752132,Волгоградская обл
55.73839833381663,49.201752453682566,Респ Татарстан
54.97963663329501,83.05881568216216,Новосибирская обл
56.30309665848994,44.07797758816491,Нижегородская обл
55.94840597209711,37.29332006098085,Московская обл
55.66141069528421,37.62751593895115,г Москва
53.27061458354834,34.41244663434414,Брянская обл
54.98463352241691,73.31909988310477,Омская обл
57.96635669313444,56.23626507674189,Пермский край
51.69354630789262,39.13835979772116,Воронежская обл
56.96920886578339,40.99744734230055,Ивановская обл
59.95214835483415,30.2329523977856,г Санкт-Петербург
57.120433657203584,65.51296980854215,Тюменская обл
55.60441764045532,37.59114561625011,г Москва
55.58074468163158,37.68800394770334,г Москва
55.67997467437706,37.63855128699739,г Москва
53.243310590567226,50.21948270255831,Самарская обл
55.80120702081934,49.24292962693357,Респ Татарстан
48.51507384330578,44.57961556210235,Волгоградская обл
55.84566892334749,37.55077622749543,г Москва
55.819916541072246,37.32025084741648,Московская обл
53.39803227197706,58.98493243343372,Челябинская обл
60.08121446865732,30.33298521612652,г Санкт-Петербург
56.33189502323943,43.96096290818153,Нижегородская обл
54.97537516088233,83.09912103629162,Новосибирская обл
59.96033492730217,30.229140522703624,г Санкт-Петербург
59.73553669123184,30.61878433521444,г Санкт-Петербург
55.937201020702425,37.52043564434153,Московская обл
55.82024083136439,37.95387376096962,Московская обл
55.82132065227852,37.51176676137257,г Москва
51.666203826268905,39.17901347815926,Воронежская обл
55.82068311300701,49.08800795702388,Респ Татарстан
55.93806187522198,37.35279049568404,г Москва
57.98579570021497,56.26467427709858,Пермский край
55.80003966544452,37.71652857826084,г Москва
55.81785141786772,37.33408089082307,Московская обл
55.86713585113895,37.639102725751215,г Москва
56.34145969118701,43.82992806822467,Нижегородская обл
57.13234364053909,65.49127171373341,Тюменская обл
54.7373470285246,55.943054704512384,Респ Башкортостан
51.71792480944615,39.26866293345961,Воронежская обл
59.82897056520347,30.17723328905129,г Санкт-Петербург
55.79716274151583,37.79553406869776,г Москва
55.80035605831866,49.056935526999794,Респ Татарстан
55.75502503455185,49.21618277320086,Респ Татарстан
51.69872981899557,39.18991788344984,Воронежская обл
43.56823619497467,39.7650546407818,Краснодарский край
58.01500763982824,55.97874503233262,Пермский край
50.57391608011932,36.5398440011893,Белгородская обл
55.67748563282287,37.85505617318963,г Москва
45.02016868177509,38.975569533623855,Краснодарский край
59.974423695182246,30.390541471447417,г Санкт-Петербург
59.80845777693335,30.57524596360324,г Санкт-Петербург
54.996681262828375,73.22287826579218,Омская обл
59.97138549009316,30.306521350177626,г Санкт-Петербург
56.903630929057854,60.58780105760295,Свердловская обл
55.65965427412286,37.52726891054376,г Москва
55.6134162163962,37.49374660926778,г Москва
51.71388891165019,39.19526168129189,Воронежская обл
55.80101322989927,37.71112820070181,г Москва
55.76627150668747,49.247803433272736,Респ Татарстан
59.84889125549701,30.31379163921317,г Санкт-Петербург
55.85434368579182,37.45058102113135,г Москва
55.70302275424053,37.94641452553282,г Москва
51.67964382853663,39.20965298917452,Воронежская обл
57.1193069816112,65.57599353385142,Тюменская обл
59.82366162367274,30.332521617737548,г Санкт-Петербург
59.83871501623747,30.35744919913035,г Санкт-Петербург
59.99191633812911,30.306874679671665,г Санкт-Петербург
55.17317837833691,61.48230947956591,Челябинская обл
59.18918635436397,39.91185298109912,Вологодская обл
51.52955255349522,45.98944800899414,Саратовская обл
59.94693236135162,30.27128077467791,г Санкт-Петербург
51.657782019937954,39.10450735628813,Воронежская обл
55.78849811212181,37.68180017442874,г Москва
55.748383611363145,52.421217836273286,Респ Татарстан
55.82478030510553,49.0355116945756,Респ Татарстан
60.027303734391374,30.29663700180536,г Санкт-Петербург
55.72067012860784,37.57384428704101,г Москва
51.67632193906114,39.13803697138401,Воронежская обл
59.91882178909598,30.345668799842112,г Санкт-Петербург
55.68731567491753,37.8480947484986,г Москва
60.03569074306194,30.37390177194844,г Санкт-Петербург
55.17930628387571,61.34349753046055,Челябинская обл
55.78907529476903,49.12431378239181,Респ Татарстан
54.7840584951376,56.03326398691497,Респ Башкортостан
53.32122428897678,50.312319976494,Самарская обл
56.24649790812106,43.86565128384575,Нижегородская обл
54.77873127685718,56.07751582765922,Респ Башкортостан
55.796341802183655,37.970926489089074,Московская обл
51.58222093279196,46.06910544534496,Саратовская обл
53.240582115150254,50.18597340298886,Самарская обл
51.65107138130227,39.12857085193499,Воронежская обл
56.77833418433934,60.60438859870437,Свердловская обл
55.73785357775199,37.43447931530403,г Москва
57.6069259032224,39.84760042419577,Ярославская обл
55.83337407079016,37.31215863214649,Московская обл
59.9234789480866,30.291554596353905,г Санкт-Петербург
53.36575595622473,58.97263895509183,Челябинская обл
55.82725909270963,37.44559832673971,г Москва
59.99329492922333,30.31526399352936,г Санкт-Петербург
59.905600248006046,29.77822753944621,г Санкт-Петербург
51.71896132819276,39.175692063037225,Воронежская обл
55.77137244172915,49.134867226354096,Респ Татарстан
55.79021466785754,37.60010001535714,г Москва
55.745412330344266,52.39531386037699,Респ Татарстан
43.42385538177438,39.91748836061774,Краснодарский край
59.95668822777729,30.414976328555326,г Санкт-Петербург
55.64124695068334,37.485960944755824,г Москва
43.45280205570788,39.918565063573645,Краснодарский край
55.17149474742803,61.29476450601954,Челябинская обл
55.87942698247345,37.6372767186097,г Москва
59.99964597362271,30.21789098596608,г Санкт-Петербург
55.81660757148545,37.31681939137809,Московская обл
55.565947795702655,37.560188488741694,г Москва
55.840599358523846,37.25194576045093,Московская обл
59.84622530719576,30.245103428478405,г Санкт-Петербург
56.26826232793871,43.92607524126084,Нижегородская обл
55.7255416962308,52.38098994128424,Респ Татарстан
55.02989390715636,73.22681655161016,Омская обл
55.6499555937046,37.46931405481227,г Москва
55.7747743087976,37.848695594574586,Московская обл
54.75053857668141,55.99338871926683,Респ Башкортостан
55.82471062597872,49.10997274586664,Респ Татарстан
55.5020009167995,37.33274751128893,г Москва
55.258660390021866,61.38408941213836,Челябинская обл
47.2296577369554,39.72898465567845,Ростовская обл
55.81754341638669,48.89654352848138,Респ Татарстан
55.81084585588437,37.70261494026182,г Москва
51.66915498897529,39.19612384043923,Воронежская обл
57.679035432500406,39.78202588107864,Ярославская обл
59.81102010321916,30.36780321765725,г Санкт-Петербург
55.73268191238968,37.62084604765743,г Москва
54.955633968520665,73.38758530458111,Омская обл
54.347718126667566,48.53889277398713,Ульяновская обл
59.98615524250502,30.37772192172432,г Санкт-Петербург
55.68711919592804,37.583853648313,г Москва
58.06178422006644,56.35154580752632,Пермский край
52.58369661261051,39.51995305554888,Липецкая обл
59.98021125936153,30.344442908611203,г Санкт-Петербург
60.03249237536887,30.40143900621208,г Санкт-Петербург
55.76759068433517,37.55920766257108,г Москва
55.14016759520351,61.43265947865194,Челябинская обл
55.6237047383918,37.71703378911617,г Москва
51.512283988022496,45.954669363532815,Саратовская обл
57.17563518127256,65.64945936429419,Тюменская обл
51.68704064025381,39.10765568750174,Воронежская обл
55.89034502269161,37.494481077474255,г Москва
53.25075626158528,34.44981640802796,Брянская обл
51.8225420227969,55.16261737332625,Оренбургская обл
56.1373542604466,47.16125727469026,Чувашская республика - Чувашия
55.76978642576645,37.71515227078655,г Москва
59.92793467767164,30.31925317141713,г Санкт-Петербург
55.79323559651937,37.692112792499685,г Москва
55.79545807031264,37.5070179917269,г Москва
59.881144369014464,30.46521693625948,г Санкт-Петербург
55.18718934216134,61.39392575941146,Челябинская обл
59.97084262701225,30.38771067365201,г Санкт-Петербург
56.3250895008508,43.87008972444131,Нижегородская обл
59.93116078107553,30.370548803841043,г Санкт-Петербург
55.87939044522943,37.63534954737646,г Москва
59.87861156213612,30.266079157297018,г Санкт-Петербург
57.57993434907711,39.83575417884031,Ярославская обл
53.23206578248471,34.323951120372,Брянская обл
56.29502790273907,44.07002166091405,Нижегородская обл
57.575400945358965,39.86338656625079,Ярославская обл
55.417544295878926,37.532098999914005,Московская обл
55.40985100117092,37.54988715086194,Московская обл
60.02138255595729,30.245434201355017,г Санкт-Петербург
59.728002467710525,30.413501515055888,г Санкт-Петербург
55.681129815677714,37.76487082121634,г Москва
57.030301343202375,40.98038530658131,Ивановская обл
55.883684318407234,37.666790149899775,г Москва
55.19706872324003,61.318588785334015,Челябинская обл
54.60325095221242,39.7144171691572,Рязанская обл
59.93699519485887,30.255721844054023,г Санкт-Петербург
57.681497756686376,39.79434032854436,Ярославская обл
54.60555247495572,39.75844970398965,Рязанская обл
59.87089877023652,30.31121594665445,г Санкт-Петербург
55.8238019069342,37.49831474456703,г Москва
56.12787214467645,47.27777669432604,Чувашская республика - Чувашия
55.04755446238696,82.8695762548219,Новосибирская обл
59.92915649717583,30.30157859847853,г Санкт-Петербург
43.24070213015938,132.02431743923674,Приморский край
56.8915877860944,60.614392040858256,Свердловская обл
48.768164335271074,44.49076375934988,Волгоградская обл
47.27242751333138,39.71316993366857,Ростовская обл
53.37555085972088,58.991273026013324,Челябинская обл
55.83404746819926,37.56815816553607,г Москва
59.853848096393605,30.339352755174,г Санкт-Петербург
59.685763860693086,30.42353793706643,г Санкт-Петербург
59.86916119487936,30.362284269416826,г Санкт-Петербург
56.898799041573085,60.61024176668452,Свердловская обл
55.58344029876218,37.59498148991308,г Москва
55.73262179116766,37.67203301875427,г Москва
51.6959226681713,39.25834983435644,Воронежская обл
53.21588034495537,50.16158045751622,Самарская обл
55.24776837661656,61.38999249652465,Челябинская обл
45.06624675994058,38.95006830322716,Краснодарский край
59.95926282779496,30.318994843375325,г Санкт-Петербург
55.64324818588501,37.36593064241176,г Москва
51.81720710467557,55.17096591946191,Оренбургская обл
59.84854884074104,30.385392788742305,г Санкт-Петербург
55.80876770819736,37.97664683619303,Московская обл
56.86688537571239,53.21241217670211,Удмуртская Респ
55.685777938596594,52.3485927220079,Респ Татарстан
54.2915846750637,48.30223954043392,Ульяновская обл
55.620129717401866,37.65767979476164,г Москва
59.9396293964552,30.268364379331857,г Санкт-Петербург
55.11213344292461,82.93758030877318,Новосибирская обл
59.964325434525286,30.40850164366656,г Санкт-Петербург
57.17457306920469,65.56059571377425,Тюменская обл
51.77477907489385,55.172067019619405,Оренбургская обл
55.45684488671342,37.29493193259074,г Москва
55.87173726361225,37.46911881123236,г Москва
55.78312741483825,37.73560309790281,г Москва
59.867431415579006,30.46249033103033,г Санкт-Петербург
54.28439871642068,48.289831439214,Ульяновская обл
55.796555938871286,37.51635363380199,г Москва
45.00659606063172,39.0163002975884,Краснодарский край
48.67200270618222,44.44107032942748,Волгоградская обл
55.792633003816434,37.51204402617424,г Москва
57.99785283948193,56.14116660518883,Пермский край
45.03490873557752,41.94311483238731,Ставропольский край
51.65161347359019,39.12070899693576,Воронежская обл
45.0211175064874,39.04306419898238,Краснодарский край
54.81443779199705,56.09455151350023,Респ Башкортостан
56.28081429107988,44.05110910246399,Нижегородская обл
55.69333801980088,52.31681017968893,Респ Татарстан
55.82322640452266,37.80990934406626,г Москва
58.14571383562331,56.433110453419374,Пермский край
56.97091513067229,40.9833574100292,Ивановская обл
58.01230410226584,56.25943899522533,Пермский край
55.881382288209096,37.71058054928753,г Москва
55.7612057581397,49.15193566261817,Респ Татарстан
56.3203227868003,43.8662611641485,Нижегородская обл
